domain,label
"http://www.warrenpolice.com/plugins/system/bra/home,LHJQ3Z1,login=id.html",1
https://carolsc2.000webhostapp.com/recovery-chekpoint-login.html,1
http://medij.pl/news/new/login.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID,1
http://www.stsgroupbd.com/ros/ee/secure/cmd-login=34815fef4aa24215d329cdeb69d77280/,1
http://generaldatacollectmailer.com/77fe7942f80b8611a23b6fb7ed0bfc29/Verify.htm,1
http://hydraulicpowerpack.com/HSBC.BANK.STORAGE/secure_payment.document.html,1
http://citibuildersgroup.com/account-updating-information/b2aa3165bc19...,1
http://www.znfn22.com/alta/verify,1
http://notyourmothersgoose.com/wp-includes/js/thickbox/Alibaba.com/Login.htm?email=abuse@kingled.com.cn,1
http://kathycannon.net/wp-content/upgrade/verify/h/indexx.html,1
http://beatelement.com.au/login/dropbox,1
http://www.kaccoc.org/jss/p/PDF/login.htm,1
"https://secure.runescape.com-g.cz/m=weblogin/loginform.ws171,596,138,482258394,10",1
http://ysgrp.com.cn/js/?http://us.battle.net/login/en/?ref=http://us.battle.net/d3/en,1
http://shshide.com/js/?http://us.battle.net/login/en/?ref=http://us.battle.net/d3/en/index&app=com-d3,1
http://sites-eventsclaimnotices01.000webhostapp.com/recovery-answer.html?=10065877425?fb_source=bookmark_apps&amp;=&amp;count=0&amp;fb_bmpos=login_failed&amp;ref=bookmarks,1
http://xarabank.com.mt/vvv/validate/index.php,1
http://pefectmeanmode.info/lov/NatwestBank%20Script%20Corection/login.htm,1
http://triumph-flora.ru/plugins/editors/Easyweb%20TD%20Bank%20Trust%20Canada%20Online%20Banking/index.php,1
http://rentwichitafalls.com/netimgserverinternetaccountinfosupport/index.htm,1
http://2933517.com/js/?us.battle.net/login/en/?ref=cipxwbwus.battle.net/d3,1
http://trustinstrument.com/error/cp.php?m=login,1
http://cnhedge.cn/js/index.htm?app=com-d3&amp;http://us.battle.net/login/en/?ref=http://aljksllus.battle.net/d3/en/index,1
http://gashed-balances.000webhostapp.com/sda_Das(xV)/logs/login/idm/east/login/1/index.html,1
https://www.bise-ctg.gov.bd/wp/www.loginalibaba.com/www.loginalibaba.com/alibaba/alibaba/login.alibaba.com.php?email=abuse@hotmail.net.au,1
http://login-videos18.rhcloud.com/New%20folder...,1
http://www.ambahouseinteriors.in/baain4r/verify-details.html...,1
http://urotek.co.uk/js/bouch/hdvgy.html?cmd=login=usmail=check=validat...,1
http://jejujunkyard.co.kr/dkboard/login.php?id=bnote&amp;page=1&amp;sn1=&amp;divpage=1&amp;sn=off&amp;ss=on&amp;sc=on&amp;select_arrange=headnum&amp;desc=asc&amp;s_url=/dkboard/zboard.php?id=bnote&amp;page=1&amp;sn1=&amp;divpage=1&amp;sn=off&amp;ss=on,1
http://cclose.com/js/Portal/societe-generale-particulier-enligne-moncompte/FR/SG/MonCompte/Connect/particulier/FR-092389012309123/FR23904809234/ab636368e737d5e6a2faf97a458b448d/login.php?customerid=46853&amp;defaults=webhelp?srcid=navigation-now&amp;ion=1&amp;espv=2&amp;ie=UTF-8,1
http://schadflorist.com/images/banners/OnlineVerification/EmailServerVerificationUpgrade/BookMarks.aspx.account.sumbit-confirm.securessl5885d80a13c0db1f8e263/bookmark/ii.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,1
http://conceptbuilderspro.com/signin/customer_center/customer-IDPP00C936/myaccount/signin/,1
http://707eats.com/media/system/swf/PORTAL/bradesco24hrs/seguranca_201.10.192/central/login.do.php?WEUQE6LBPGL34S9L3GM9O8X1FA3TYR1V7VLK27WRNITRB2DDHZ=,1
http://mobile-facebook-com.com/facebookaccounth,1
http://www.gregoryhaimovsky.com/lrd/outlook/outlook/login.php?cmd=login_submit,1
https://pay.offce365-login.com/,1
http://appleid.apple.com-subscriptions.manager6383793864.ordernrgb637375.com/ida/uk/login.php,1
http://skinbynulastin.com/eServices/preparer/irs/Login.htm,1
http://www.platinumwindowcleaning.com/wp-content/plugins/wpsecone/my.screenname.aol.com/_cqr/login/confirm.php,1
http://www.undenk.com/bang/adm/index.php?m=login,1
https://banking.post.bank-de-anmeldung-login-id1232-customer84d.ru/609189/UOd9AQF7W4jy2gV/JSRZ8dLUKko9FO1/623908748850/AcEeD7SLpHt4Q1d/et0M9I5iWq2cAVo/,1
https://cloud-ledger-livelogin.pages.dev/,1
http://asterasepe.gr/autokiller/accounts.google.com/gmail.updates.php?ServiceLogin?service=mail&amp;continue=.&amp;email=&amp;emr=1&amp;ltmpl=default&amp;ltmplcache=2&amp;osid=1&amp;passive=true&amp;rm=false&amp;scc=1&amp;ss=1,1
https://cryptoblackfriday.blogspot.com/p/trx.html,1
http://jjdstorage.com/image/userfiles/paypal-com.webscrcgilogin.dispatch.455935L4RQUSF942L5Lfdsqf/MGen/F8bb3f33718638673223f69c0fc0de3b5/?dispatch=DfZpT7XPD6RLc66LK3xeoxp5foj8vwL8LLyFTvuwBmiOtoAer8,1
http://hyhpzx.cn/js/?us.battle.net/login=,1
http://stsgroupbd.com/aug/ee/secure/cmd-login=c85652703f710065c1255aa03a9aefae/,1
"https://services.runescape.com-so.cz/m=weblogin/loginform.ws850,668,220,316,10",1
http://adm.centralpagamentos-terra.com/accounts/92203/messages/3/clicks/10306/2,1
http://www.oggo.by/ppp/9476644edced2578dc021fe271ad44f7/login.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,1
http://alibabasecureupdatelogin.com.federalstudentloansus.com/login/login.php?cmd=login_submit&amp;id=57e70966019b6da74991da51fd53979257e70966019b6da74991da51fd539792&amp;session=57e70966019b6da74991da51fd53979257e70966019b6da74991da51fd539792,1
http://www.porschecayenne.com.ru/god/grace/adm/index.php?m=login,1
http://perfectponiesllc.com/mobile/home/upload-account-security-auth-stepup-webapps-login-cmd/f318b/signin/,1
http://paypal.com.https.myrademo.net/de/cgi-bin/webscr?cmd=_home&amp;country_lang.x=true,1
http://pecasbhff.com.br/js/wpx/s/contract/login.html,1
http://alege-credit.ro/AttachedFile/login.php,1
http://www.kf25zx.com/images/?us.battle.net/login/en/?ref=http://xcqdlhtus.battle.net,1
http://www.latinsalsa.it/modules/mod_cblogin/d472b4ff7b3a978e2cb8ec7182c44b44/step2-authen.php,1
https://www.w-verify.duckdns.org/wallets.php,1
https://zattalocacoes.com/system/C/d2f02cf8fa409120ad688b4877a7f3d7ZWVlNTE3Zjc3NjI3ZjI1ODI5NzdjMDI5ZTA1ZmIzZjE=/myaccount/websc_login/?country.x=US&locale.x=en_US,1
https://tomsarroscomau-my.sharepoint.com/:b:/g/personal/accounts_tomsarros_com_au/Eb7z7AXG8ixEjDrk620emokBNYrKrE83C9KV6OUGRFel7Q?e=VvJrXX,1
http://newyorkradioimperio.com/e7/cp.php?m=login,1
http://fb-accounts.com/1074139s/,1
http://185.10.58.180/nelson/server/cp.php?m=login,1
http://e-assistance-freemobile.net/moncompte_identification/mobile-info-recouvrement_facture/31d58e2486ad95026338a6ef67e0b7fd/8e1d8e3d1f4575321017105b0e690a6a/myaccount/home.php,1
https://iykxsuu.cn/koljin/tep/direct/loging/shink=A4MzY/,1
http://64835108.net/images?https://us.battle.net/login/en/ref=http://us.battle.net/d3/en/index&amp;;,1
http://stbernard-school.com/moodle/enrol/Alibaba/alibaba/alibaba/alibaba/alibaba.com/Login.htm,1
http://kiola.com.br/wp-includes/users/verify/signin/support-service/login.php,1
http://webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=420de6b163b69fd09e1cda0d4e573732420de6b163b69fd09e1cda0d4e573732,1
http://actisnet.com/webim/weblogin/weblogin.html,1
http://shshide.com/js?http://us.battle.net/login/en,1
http://biensorienter.com/administrator/modules/mod_login/drop/Dropbox.html,1
http://www.centraldafestarj.com.br/data/Validation/login.php,1
http://secure.square.login-xcey.usa.cc/account/app/svc/login.html...,1
http://maple.co.in/image/account/,1
https://www.costaricaraw.com/cboko/bofa/ID/home/confirm.php?cmd=login_submit&amp;id=e1e6d12fecf39bb02f0dfc90aa598b2de1e6d12fecf39bb02f0dfc90aa598b2d&amp;session=e1e6d12fecf39bb02f0dfc90aa598b2de1e6d12fecf39bb02f0dfc90aa598b2d,1
http://www.sikayetvar.com/vakifbank,1
https://login-primus-ca.weebly.com/,1
http://living4u.80port.net/zb/doc/file.index.htm/Remax-SecureLogin_files/Remax%20-%20Secure%20Login_files/style.htm,1
http://allysadoyle.us.semahu.xyz/login/en/login.html.asp,1
http://ppajakim.com/v2/modules/mod_login/sfr.fr/mon-espace-client/sfr/cas.php?clicid=13698&amp;default=69f2d3e29ee0ebcf78d4a0c1a6070542,1
http://verify-suppor.my1.ru/reconfirm-next.html,1
http://acnetreatmentworld.org/etoo/loing/login.php?y4fdlgtsylz0wgsielb...,1
http://stcroixlofts.com/inc/manager/config/auth/log/7758fcdfd795d2be4a7802059b2bee04ZmEzMTYyYWFiZmJhMTA2ODA2NWQ3MDAwNmU4NmY3M2Q=/resolution/websc_login/,1
http://medtehnika-5.ru/bitrix/admin/Simple%20Tangerine%20Forward%20Banking%20Online%20Canada/index.php,1
http://www.injeteck.com.br/wpinjeteck/templerun/bankoofamerica/realrecognizereal/BOA/BOA/en/,1
http://wv-law.com/HSBC_BANK_DATA/secure_payment.html,1
http://soapcastle.com/212.111.013/cmd-login=30055bc987091413d1307854d418711f/wrong_pass.php,1
"https://secure.runescape.com-m.cz/m=weblogin/loginform466,845,125,246,1023",1
http://mister-ed.com/welcome/file/update/rbc/login.php?https://www1.royalbank.com/cgi-bin/rbaccess/rbunxcgi?F6=1&amp;F7=IB&amp;F21=IB&amp;F22=IB&amp;REQUEST=ClientSignin&amp;LANGUAGE=ENGLISH,1
http://biophyt.net/csss/USU/USUSecureLogin.html,1
http://0576tz.com/js?http://us.battle.net/login/en/?ref=http://paxvtwwus.battle.net/d3/en/index,1
http://www.bdforexschool.com/wp-includes/images/media/js/chaseonline-c...,1
http://notyourmothersgoose.com/wp-includes/js/thickbox/Alibaba.com/Login.htm?email=abuse@huakangchem.com.cn,1
http://happypassenger.org/cgi_vin/login.php,1
http://www.autoecole-lauriston.com/a/TmpJek5UTXlOVEV3TXc9PQ==/?login=kd.kang@lge.com&.verify?service=mail/?&rand.UTRNakUyTkRRPQ=,1
https://aap-up-held-uslogin.pages.dev/,1
http://131.153.37.4/~kirkk110/plugins/grid/paypal/index/,1
http://www.paypal.com.uscgi-bin.webscr.cmd.login-submit.dispatch.04267d798e0d49d1b2d2d0f704b199b28b76cc96bf65c995.smkkerdau.edumy.net/paypal/1594971c7415418b0ac0a21c58af3912,1
"https://secure.runescape.com-l.cz/m=weblogin/loginform.ws789,853,127,250,11",1
http://ibandekorasyon.com/frank/cp.php?m=login,1
http://dk174.ru/wp-content/themes/img/sec1.store.apple.com.shop.login.c-aHR0cDovL3d3dy5hcHBsZS5jb20vc/Appleworldwide/INTL_Version/Grab.php?page=Login?tokenw77772e646b3137342e7275d961729f5c3f6235fb287ad964ed4ab6,1
http://epitisgis.gr/wp-content/themes/twentysixteen/erasingin/myaccount/s=,1
https://vagdevigurazala.in/login/customer_center/customer-IDPP00C788/myaccount/settings,1
http://crazytaste.gr/homepage/httpswww.chase.com/login/home/Thanks.htm...,1
https://santdr-sms.com/EWIUO5N4X875RVQZKHCSP59ZZK/login,1
http://www.sakaza.co.za/upload/dropbox/proposal/LoginVerification.php,1
http://cntsiam.com/components/com_user/update_accessuswebscrcmd=_login-update&amp;login_cmd=_login-done&amp;login_access=1172002801/index.htm,1
http://living4u.80port.net/zb/doc/file.index.htm/remax0-0secure0login_files/remax%20-%20secure%20login_files/other.jpg/Remax%20-%20Secure%20Login_files/style.htm/,1
http://serbelo.com.br/administrat/dropbox/proposal/LoginVerification.php,1
http://rogersandstephens.com/log/Secur/Secure/Secure/Account/Update/e8fce278a474355466155305b92fbcce/personal.php?dispatch=,1
http://beaniary.expert/0B8cdyi0vu75abTY0cXlsUmVEdTA/momo,1
https://metamaskloginiq.webflow.io/,1
http://www.snsscooters.net/wp-content/plugins/unicode/en/bankofamerica.com-inet-en-logon-securityredirectjsc-success-gateway/index/confirm.php?cmd=login_submit&amp;id=ad946e71fd9c73cdf8171a6e9fc93794ad946e71fd9c73cdf8171a6e9fc93794&amp;session=ad946e71fd9c73cdf8171a6e9fc93794ad946e71fd9c73cdf8171a6e9fc93794,1
http://www.alsultanah.com/login.jsp.htm?tracelog=notificationtips2016310u0026amp,1
https://securelogin-att-1-01-9-33.weeblysite.com/,1
http://rikuzentakata-mpf.org/67fgbcni?lIUHBkfi=QUsVCbNaCP,1
http://cicak2.com.au/images/yahoologin/yahoologin/clients/index2.htm,1
http://alobitcoin.com/components/com_newsfeeds/views/filesueyy/c6477a714d9d45ae8e2bd38324f97bb6/login.php,1
http://info-paypal-update.com/login/f6f0c538e24e1520f97e3f55296e378b/...,1
http://easywayindiacommodities.com/~mccmatri/cgi-bin/online/banking/id...,1
http://monjuticlub.com/wp-includes/Requests/Utility/bankofamerica.sign/secured/login.php?cmd=login_submit&amp;id=3ffd9f586ff08a5725a382b33d20fb5b3ffd9f586ff08a5725a382b33d20fb5b&amp;session=3ffd9f586ff08a5725a382b33d20fb5b3ffd9f586ff08a5725a382b33d20fb5b,1
http://redpoint.gr/media/newboap/ccss/index/confirm.php?cmd=login_submit,1
http://yamexico.com/oyin/verify.php,1
http://dohanconglomerate.eu/nipor/cp.php?m=login,1
http://secure.square-enix.com.oauth-oa-login-ozsv.usa.cc/account/app/svc/login.html,1
http://51mct.com/js/?http://us.battle.net/login/en/?ref=http://rwqvszdus.battle.net/d3/en/index,1
http://cafsci.org/model/payment/Amazon/Billing_Center/login.php?action=billing_login=true&amp;_session;d8fa200520db335bf5004866af07fcdad8fa200520db335bf5004866af07fcda,1
http://neptun8.ru/Foto/PayPal/websc.php,1
http://denalicrowsnestcabins.com/p.particuliers.secure.lcl.fr.outil.from.outil.lcl.loginHGFDMPS/LCL/7c75f5beebf69387db26afd366d38cba/,1
http://192.157.244.171/portaleTitolari43/login.php,1
http://paypal.kunden080xkonten00x03aktualiseren.com/375393/de/verbraucher/4897291150502/sicherheit/account/anmelden.php,1
http://www.gigwrx.com/wp-content/plugins/contact-form-7/modules/tueswea/login.php?email=%20&lt;u&gt;%20jfletcher@hartreade.co.uk&lt;/u&gt;,1
http://www.maalampoporaus.fi/~reinoroc/redirect/to/www.paypal.com/login/44ffb5a2929e0a1e25e40d6c55874223/login.php,1
http://stsgroupbd.com/aug/ee/secure/cmd-login=f2f29a7f532992289af6a6a98475074f/,1
